"DATE","Metro","Tier","HPI"
1999-10-01,"Boston","Middle",98.65
1999-11-01,"Boston","Middle",99.38
1999-12-01,"Boston","Middle",100.47
2000-01-01,"Boston","Middle",101.21
2000-02-01,"Boston","Middle",102.28
2000-03-01,"Boston","Middle",103.4
2000-04-01,"Boston","Middle",104.74
2000-05-01,"Boston","Middle",106.36
2000-06-01,"Boston","Middle",107.93
2000-07-01,"Boston","Middle",109.24
2000-08-01,"Boston","Middle",110.53
2000-09-01,"Boston","Middle",111.93
2000-10-01,"Boston","Middle",113.41
2000-11-01,"Boston","Middle",115.05
2000-12-01,"Boston","Middle",116.74
2001-01-01,"Boston","Middle",118.2
2001-02-01,"Boston","Middle",119.8
2001-03-01,"Boston","Middle",121.43
2001-04-01,"Boston","Middle",122.71
2001-05-01,"Boston","Middle",123.79
2001-06-01,"Boston","Middle",124.4
2001-07-01,"Boston","Middle",125.64
2001-08-01,"Boston","Middle",126.76
2001-09-01,"Boston","Middle",128.66
2001-10-01,"Boston","Middle",129.73
2001-11-01,"Boston","Middle",131.25
2001-12-01,"Boston","Middle",132.13
2002-01-01,"Boston","Middle",133.15
2002-02-01,"Boston","Middle",133.87
2002-03-01,"Boston","Middle",135.33
2002-04-01,"Boston","Middle",137
2002-05-01,"Boston","Middle",139.56
2002-06-01,"Boston","Middle",141.78
2002-07-01,"Boston","Middle",144.05
2002-08-01,"Boston","Middle",146.04
2002-09-01,"Boston","Middle",147.79
2002-10-01,"Boston","Middle",149.49
2002-11-01,"Boston","Middle",150.81
2002-12-01,"Boston","Middle",151.29
2003-01-01,"Boston","Middle",152.09
2003-02-01,"Boston","Middle",153.73
2003-03-01,"Boston","Middle",155.01
2003-04-01,"Boston","Middle",155.54
2003-05-01,"Boston","Middle",155.64
2003-06-01,"Boston","Middle",156.59
2003-07-01,"Boston","Middle",157.13
2003-08-01,"Boston","Middle",157.98
2003-09-01,"Boston","Middle",158.78
2003-10-01,"Boston","Middle",159.89
2003-11-01,"Boston","Middle",161.14
2003-12-01,"Boston","Middle",163.16
2004-01-01,"Boston","Middle",165.23
2004-02-01,"Boston","Middle",166.44
2004-03-01,"Boston","Middle",167.88
2004-04-01,"Boston","Middle",169.87
2004-05-01,"Boston","Middle",170.65
2004-06-01,"Boston","Middle",172.1
2004-07-01,"Boston","Middle",172.98
2004-08-01,"Boston","Middle",174.33
2004-09-01,"Boston","Middle",175.41
2004-10-01,"Boston","Middle",177.14
2004-11-01,"Boston","Middle",178.54
2004-12-01,"Boston","Middle",180.04
2005-01-01,"Boston","Middle",181.29
2005-02-01,"Boston","Middle",183
2005-03-01,"Boston","Middle",184.31
2005-04-01,"Boston","Middle",184.59
2005-05-01,"Boston","Middle",185.76
2005-06-01,"Boston","Middle",185.15
2005-07-01,"Boston","Middle",185.49
2005-08-01,"Boston","Middle",185
2005-09-01,"Boston","Middle",185.62
2005-10-01,"Boston","Middle",184.99
2005-11-01,"Boston","Middle",186.3
2005-12-01,"Boston","Middle",185.99
2006-01-01,"Boston","Middle",185.87
2006-02-01,"Boston","Middle",183.48
2006-03-01,"Boston","Middle",185.56
2006-04-01,"Boston","Middle",184.69
2006-05-01,"Boston","Middle",184.16
2006-06-01,"Boston","Middle",181.34
2006-07-01,"Boston","Middle",180.15
2006-08-01,"Boston","Middle",179.1
2006-09-01,"Boston","Middle",178.28
2006-10-01,"Boston","Middle",177.34
2006-11-01,"Boston","Middle",176.09
2006-12-01,"Boston","Middle",175.76
2007-01-01,"Boston","Middle",175.04
2007-02-01,"Boston","Middle",175.92
2007-03-01,"Boston","Middle",175.64
2007-04-01,"Boston","Middle",176.31
2007-05-01,"Boston","Middle",174.91
2007-06-01,"Boston","Middle",173.89
2007-07-01,"Boston","Middle",172.79
2007-08-01,"Boston","Middle",172.05
2007-09-01,"Boston","Middle",171.58
2007-10-01,"Boston","Middle",170.01
2007-11-01,"Boston","Middle",169.22
2007-12-01,"Boston","Middle",167.4
2008-01-01,"Boston","Middle",167.11
2008-02-01,"Boston","Middle",166.49
2008-03-01,"Boston","Middle",165.31
2008-04-01,"Boston","Middle",162.52
2008-05-01,"Boston","Middle",161.28
2008-06-01,"Boston","Middle",160.06
2008-07-01,"Boston","Middle",159.54
2008-08-01,"Boston","Middle",158.58
2008-09-01,"Boston","Middle",157.06
2008-10-01,"Boston","Middle",156.5
2008-11-01,"Boston","Middle",154.44
2008-12-01,"Boston","Middle",153.58
2009-01-01,"Boston","Middle",152.41
2009-02-01,"Boston","Middle",152.18
2009-03-01,"Boston","Middle",148.62
2009-04-01,"Boston","Middle",148.66
2009-05-01,"Boston","Middle",149.49
2009-06-01,"Boston","Middle",152.19
2009-07-01,"Boston","Middle",152.84
